diagram_id,unit_filename,local_order,alt_text_id,provenance
"chapter5-unit-066-d001","chapter5-unit-066.tex",1,"Diagram kategori: D → D (i); D → E (j); E → D (k).","id-ID/chapter5-unit-066.tex:21; tikzcd mandiri"
"chapter5-unit-066-d002","chapter5-unit-066.tex",2,"Diagram eksak: D → \Ker(d) (j); D ↠ i(D) (i); \Ker(d) ↠ \Hm(E,d); i(D) → \Hm(E,d) (\exists!\;j').","id-ID/chapter5-unit-066.tex:34; tikzcd mandiri"
"chapter5-unit-066-d003","chapter5-unit-066.tex",3,"Diagram eksak: \Ker(d) → i(D) (k); \Ker(d) ↠ \Hm(E,d); \Hm(E,d) → i(D) (\exists!\;k').","id-ID/chapter5-unit-066.tex:38; tikzcd mandiri"
"chapter5-unit-066-d004","chapter5-unit-066.tex",4,"Diagram kategori: D' → D' (i'); D' → E' (j'); E' → D' (k').","id-ID/chapter5-unit-066.tex:51; tikzcd mandiri"
"chapter5-unit-066-d005","chapter5-unit-066.tex",5,"Diagram kategori: i^rD → i^rD (i); i^rD → \dfrac{k^{-1}(i^rD)}{j(\Ker(i^r))} (\overline{j}_{r+1}); \dfrac{k^{-1}(i^rD)}{j(\Ker(i^r))} → i^rD (\overline{k}_{r+1}).","id-ID/chapter5-unit-066.tex:98; tikzcd mandiri"
"chapter5-unit-066-d006","chapter5-unit-066.tex",6,"Diagram komutatif: D → i^rD (i^r); D → k^{-1}(i^rD) (j); i^rD → \dfrac{k^{-1}(i^rD)}{j(\Ker(i^r))}. (\overline{j}_{r+1}); k^{-1}(i^rD) ↠ \dfrac{k^{-1}(i^rD)}{j(\Ker(i^r))}..","id-ID/chapter5-unit-066.tex:105; tikzcd mandiri"
"chapter5-unit-066-d007","chapter5-unit-066.tex",7,"Diagram eksak: \Hm(D,d) → \Hm(D,d) (i=\Hm(\alpha)); \Hm(D,d) → \Hm(\Coker(\alpha),d_\alpha) (j); \Hm(\Coker(\alpha),d_\alpha) → \Hm(D,d) (k).","id-ID/chapter5-unit-066.tex:129; tikzcd mandiri"
"chapter5-unit-066-d008","chapter5-unit-066.tex",8,"Diagram eksak: \Coker(d) → \Coker(d); \Coker(d) → \Ker(d) (\overline{d); \Coker(d) → \Coker(d_\alpha); \Coker(d_\alpha) → \Ker(d_\alpha) (\overline{d_\alpha); \Coker(d_\alpha) → 0; 0 → \Ker(d); \Ker(d) → \Ker(d) (\alpha); \Ker(d) → \Ker(d_\alpha).","id-ID/chapter5-unit-066.tex:171; tikzcd mandiri"
"chapter5-unit-066-d009","chapter5-unit-066.tex",9,"Diagram eksak: D → D (-1); D → E (+1); E → D.","id-ID/chapter5-unit-066.tex:194; tikzcd mandiri"
"chapter5-unit-066-d010","chapter5-unit-066.tex",10,"Diagram eksak: TD → D; TD → \cdots; D → T^{-1}D; D → TE; T^{-1}D → T^{-2}D; T^{-1}D → E; T^{-2}D → T^{-1}E; TE → TD; serta 3 panah lain.","id-ID/chapter5-unit-066.tex:198; tikzcd mandiri"
"chapter5-unit-067-d001","chapter5-unit-067.tex",1,"Diagram kategori: \Hm\left(\mathrm{F}^{p+1}X,d\right)_p → \Hm\left(\mathrm{F}^{p+1}X,d\right)_p (-1); \Hm\left(\mathrm{F}^{p+1}X,d\right)_p → \Hm\left(\gr^pX,\gr^pd\right)_p (+1); \Hm\left(\gr^pX,\gr^pd\right)_p → \Hm\left(\mathrm{F}^{p+1}X,d\right)_p.","id-ID/chapter5-unit-067.tex:58; tikzcd mandiri"
"chapter5-unit-069-d001","chapter5-unit-069.tex",1,"Diagram TikZ dengan label atau simpul p, \Hm, q; 3 untai, sisi, atau panah digambar menurut komposisi. Konteks: E_{\mathrm{II},2}^{p, q} & =","id-ID/chapter5-unit-069.tex:258; tikzpicture mandiri"
"chapter5-unit-069-d002","chapter5-unit-069.tex",2,"Diagram TikZ dengan label atau simpul q, \Hm, p; 3 untai, sisi, atau panah digambar menurut komposisi. Konteks: E_{\mathrm{I},2}^{p, q} & =","id-ID/chapter5-unit-069.tex:324; tikzpicture mandiri"
"chapter5-unit-069-d003","chapter5-unit-069.tex",3,"Diagram TikZ dengan label atau simpul p, \Hm, q; 3 untai, sisi, atau panah digambar menurut komposisi. Konteks: E_{\mathrm{II},2}^{p, q} & =","id-ID/chapter5-unit-069.tex:355; tikzpicture mandiri"
"chapter5-unit-071-d001","chapter5-unit-071.tex",1,"Diagram eksak: \Hm_\bullet(C) → \Hm_\bullet(C) (\Hm_\bullet(\alpha)); \Hm_\bullet(C) → \Hm_\bullet\left(C\dotimes{R}R/(f)\right); \Hm_\bullet\left(C\dotimes{R}R/(f)\right) → \Hm_\bullet(C) (-1).","id-ID/chapter5-unit-071.tex:55; tikzcd mandiri"
"chapter5-unit-071-d002","chapter5-unit-071.tex",2,"Diagram kategori: \mathrm{F}^0I^1 → \vdots; \mathrm{F}^NI^1 → \vdots; \mathrm{F}^0I^0 → \mathrm{F}^0I^1; \mathrm{F}^NI^0 → \mathrm{F}^NI^1; \mathrm{F}^0X → \mathrm{F}^0I^0; \mathrm{F}^NX → \mathrm{F}^NI^0; 0 → \mathrm{F}^0X; 0 → \mathrm{F}^NX.","id-ID/chapter5-unit-071.tex:130; tikzcd mandiri"
"chapter6-unit-072-d001","chapter6-unit-072.tex",1,"Diagram kategori: \Hom(L \otimes M, N) ⇒ \Hom(L, \Hom(M, N)) (\sim); \varphi → {\left[ w \mapsto \varphi(w \otimes (\cdot)) \right]}; \psi → {\left[ w \otimes x \mapsto \psi(w)(x) \right]}.","id-ID/chapter6-unit-072.tex:385; tikzcd mandiri"
"chapter6-unit-072-d002","chapter6-unit-072.tex",2,"Diagram kategori: \Hom_G(L \otimes M, N) ⇒ \Hom_G(L, \Hom(M, N)) (\sim).","id-ID/chapter6-unit-072.tex:401; tikzcd mandiri"
"chapter6-unit-072-d003","chapter6-unit-072.tex",3,"Diagram kategori: \Hom_H(\varphi^* M, N) ⇒ \Hom_G\left( M, \Hom_H(\Bbbk[G], N) \right) (\sim); \theta → {[x \mapsto [G \ni g \mapsto \theta(gx)] ]}; \xi → {[x \mapsto \xi(x)(1_G)]}; \Hom_H(N, \varphi^* M) ⇒ \Hom_G\left( \Bbbk[G] \dotimes{\Bbbk[H]} N, M \right) (\sim); \psi → {[g \otimes y \mapsto g…","id-ID/chapter6-unit-072.tex:476; tikzcd mandiri"
"chapter6-unit-073-d001","chapter6-unit-073.tex",1,"Diagram kategori: \mathrm{Infl}: \Bbbk\dcate{Mod} → G\dcate{Mod} : (\cdot)^G; G\dcate{Mod} : (\cdot)^G → \mathrm{Infl}: \Bbbk\dcate{Mod}; (\cdot)_G: G\dcate{Mod} → \Bbbk\dcate{Mod}: \mathrm{Infl}.; \Bbbk\dcate{Mod}: \mathrm{Infl}. → (\cdot)_G: G\dcate{Mod}.","id-ID/chapter6-unit-073.tex:41; tikzcd mandiri"
"chapter6-unit-073-d002","chapter6-unit-073.tex",2,"Diagram kategori: 0 → \Ext^1_{\Z}\left( \Hm_{n-1}(G, \Z), M \right); \Ext^1_{\Z}\left( \Hm_{n-1}(G, \Z), M \right) → \Hm^n(G, M); \Hm^n(G, M) → \Hom_{\Z}\left( \Hm_n(G, \Z), M \right); \Hom_{\Z}\left( \Hm_n(G, \Z), M \right) → 0; 0 → M \dotimes{\Z} \Hm_n(G, \Z); M \dotimes{\Z} \Hm_n(G, \Z) → \Hm_n(…","id-ID/chapter6-unit-073.tex:197; tikzcd mandiri"
"chapter6-unit-073-d003","chapter6-unit-073.tex",3,"Diagram kategori: \Hom_G(\mathsf{L}_n, M) → C^n(G, M) (\sim); \phi → {\left[ f: (g_1, \ldots, g_n) \mapsto \phi\left( (g_1 | \cdots | g_n) \….","id-ID/chapter6-unit-073.tex:287; tikzcd mandiri"
"chapter6-unit-073-d004","chapter6-unit-073.tex",4,"Diagram kategori: G_{\mathrm{ab}} \dotimes{\Z} \Bbbk → \Hm_1(G, \Bbbk) (\sim); (g \bmod G_{\mathrm{der}}) \otimes 1 → {[g] \;\text{kelasnya}}.","id-ID/chapter6-unit-073.tex:419; tikzcd mandiri"
"chapter6-unit-073-d005","chapter6-unit-073.tex",5,"Diagram kategori: G_{\mathrm{ab}} \otimes \Bbbk → \mathfrak{I}/\mathfrak{I}^2 (\sim); (g \bmod G_{\mathrm{der}}) \otimes 1 → 1_G - g \;\bmod \mathfrak{I}^2..","id-ID/chapter6-unit-073.tex:434; tikzcd mandiri"
"chapter6-unit-073-d006","chapter6-unit-073.tex",6,"Diagram komutatif: {(g)^\dagger \otimes 1_G} → {[g] = (g)^\dagger \otimes 1}; 0 → C_1(G, \mathfrak{I}); C_1(G, \mathfrak{I}) → C_1(G, \Bbbk[G]) }}""]; C_1(G, \mathfrak{I}) → C_0(G, \mathfrak{I}); C_1(G, \Bbbk[G]) }}""] → C_1(G, \Bbbk) } = 0}""]; C_1(G, \Bbbk[G]) }}""] → C_0(G, \Bbbk[G]); C_1(G, \Bbbk)…","id-ID/chapter6-unit-073.tex:445; tikzcd mandiri"
"chapter6-unit-074-d001","chapter6-unit-074.tex",1,"Diagram kategori: C^0(G,M) → C^1(G,M) (d^0); C^1(G,M) → C^2(G,M) (d^1); m → {[g\mapsto gm-m]}; f → {[(g_1,g_2)\mapsto g_1f(g_2)-f(g_1g_2)+f(g_1)]}.","id-ID/chapter6-unit-074.tex:35; tikzcd mandiri"
"chapter6-unit-074-d002","chapter6-unit-074.tex",2,"Diagram komutatif: 0 → M; M → E; M → M; E → G; E → E' (\varphi); G → 1; G → G; M → E'; serta 2 panah lain.","id-ID/chapter6-unit-074.tex:157; tikzcd mandiri; label=eqn:group-ext-diagram"
"chapter6-unit-074-d003","chapter6-unit-074.tex",3,"Diagram kategori: E → E' (\varphi_1); E → E' (\varphi_2); E' ⇒ E' (m).","id-ID/chapter6-unit-074.tex:363; tikzcd mandiri"
"chapter6-unit-075-d001","chapter6-unit-075.tex",1,"Diagram kategori: \Hom^\bullet_H(\Bbbk,I) → \Hom^\bullet_H(\Res^G_H\mathsf{L}^G,I) (\alpha); \Hom^\bullet_G(\Bbbk,\Ind^G_H(I)) → \Hom^\bullet_H(\Bbbk,I) (\sim); \Hom^\bullet_G(\Bbbk,\Ind^G_H(I)) → \Hom^\bullet_G(\mathsf{L}^G,\Ind^G_H(I)); \Hom^\bullet_H(\Res^G_H\mathsf{L}^G,I) → \Hom^\bullet_H(\mat…","id-ID/chapter6-unit-075.tex:218; tikzcd mandiri"
"chapter6-unit-075-d002","chapter6-unit-075.tex",2,"Diagram kategori: \Bbbk\dotimes{\Bbbk[H]}P → \Bbbk\dotimes{\Bbbk[G]}\iInd^G_H(P) (\sim); \Res^G_H\mathsf{L}^G\dotimes{\Bbbk[H]}P → \mathsf{L}^G\dotimes{\Bbbk[G]}\iInd^G_H(P) (\sim); \Res^G_H\mathsf{L}^G\dotimes{\Bbbk[H]}P → \Bbbk\dotimes{\Bbbk[H]}P (\alpha); \mathsf{L}^G\dotimes{\Bbbk[G]}\iInd^G_H(…","id-ID/chapter6-unit-075.tex:284; tikzcd mandiri"
"chapter6-unit-076-d001","chapter6-unit-076.tex",1,"Diagram kategori: \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(G) → \cate{K}^+(H) (\varphi^*); \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^G); \cate{K}^+(H) → \cate{D}^+(H); \cate{K}^+(H) → \cate{K}^+(\Bbbk) ((\cdot)^H); \cate{K}^+(H) ⇒ \cate{K}^+(H); \cate{K}^+(H) ⇒ \cate{D}^+(G) (\sim); \cate{K}^+(\B…","id-ID/chapter6-unit-076.tex:73; tikzcd mandiri"
"chapter6-unit-076-d002","chapter6-unit-076.tex",2,"Diagram kategori: \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^G); \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk); \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(G); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\mathrm{R}((\cdot)^G)); \cate{D}^+(G) → \cate{D}^+(\Bbbk); \cate{D}^+(\Bbbk) ⇒ \cate{D}^+(\Bbb…","id-ID/chapter6-unit-076.tex:94; tikzcd mandiri"
"chapter6-unit-076-d003","chapter6-unit-076.tex",3,"Diagram kategori: \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^G); \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk); \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(G); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\mathrm{R}((\cdot)^H) \circ \varphi^*).","id-ID/chapter6-unit-076.tex:98; tikzcd mandiri"
"chapter6-unit-076-d004","chapter6-unit-076.tex",4,"Diagram kategori: \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^G); \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk); \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(G); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\mathrm{R}((\cdot)^G)); \cate{D}^+(G) → \cate{D}^+(\Bbbk); \cate{D}^+(\Bbbk) ⇒ \cate{D}^+(\Bbb…","id-ID/chapter6-unit-076.tex:147; tikzcd mandiri"
"chapter6-unit-076-d005","chapter6-unit-076.tex",5,"Diagram kategori: \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^H \circ \varphi^*); \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(G) → \cate{K}^+(\Bbbk); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk); \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(G); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\mathrm{R}((\cdot)^H \circ \varphi^* ) ); \…","id-ID/chapter6-unit-076.tex:150; tikzcd mandiri"
"chapter6-unit-076-d006","chapter6-unit-076.tex",6,"Diagram kategori: \cate{K}^+(G) → \cate{K}^+(\Bbbk) ((\cdot)^H \circ \varphi^*); \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk); \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(G); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\mathrm{R}((\cdot)^H \circ \varphi^* ) ); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\…","id-ID/chapter6-unit-076.tex:156; tikzcd mandiri"
"chapter6-unit-076-d007","chapter6-unit-076.tex",7,"Diagram kategori: \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(G) → \cate{K}^+(H) (\varphi^*); \cate{K}^+(H) → \cate{D}^+(H); \cate{K}^+(H) → \cate{K}^+(\Bbbk) ((\cdot)^H); \cate{K}^+(H) ⇒ \cate{D}^+(G) (\sim); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk).; \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(H); \cate{D}^+(G) →…","id-ID/chapter6-unit-076.tex:159; tikzcd mandiri"
"chapter6-unit-076-d008","chapter6-unit-076.tex",8,"Diagram komutatif: \Hm^n(F, L) → \Hm^n(G, \psi^* L); \Hm^n(G, \psi^* L) → \Hm^n(G, M); \Hm^n(G, \psi^* L) → \Hm^n(H, \varphi^* \psi^* L); \Hm^n(G, M) → \Hm^n(H, \varphi^* M); \Hm^n(H, \varphi^* \psi^* L) → \Hm^n(H, \varphi^* M); \Hm^n(H, \varphi^* M) → \Hm^n(H, N).","id-ID/chapter6-unit-076.tex:324; tikzcd mandiri"
"chapter6-unit-076-d009","chapter6-unit-076.tex",9,"Diagram kategori: C^m(G, M) → C^m(H, N); c → {\left[ (h_1, \ldots, h_m) \mapsto f(c(\varphi(h_1), \ldots, \varphi(h_….","id-ID/chapter6-unit-076.tex:384; tikzcd mandiri"
"chapter6-unit-076-d010","chapter6-unit-076.tex",10,"Diagram kategori: C_m(H, N) → C_m(G, M); (h_1 | \cdots | h_m)^\dagger \otimes y → (\varphi(h_1) | \cdots | \varphi(h_m))^\dagger \otimes f(y)..","id-ID/chapter6-unit-076.tex:392; tikzcd mandiri"
"chapter6-unit-076-d011","chapter6-unit-076.tex",11,"Diagram kategori: \cate{K}^+(G) → \cate{K}^+(\Bbbk) (\Hom^\bullet_G(\Bbbk, \cdot)); \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(\Bbbk) → \cate{D}^+(\Bbbk); \cate{K}^+(\Bbbk) ⇒ \cate{D}^+(G); \cate{D}^+(G) → \cate{D}^+(\Bbbk) (\Hom^\bullet_G(\mathsf{L}^G, \cdot)); \cate{D}^+(G) → \cate{D}^+(\Bbbk); \c…","id-ID/chapter6-unit-076.tex:442; tikzcd mandiri"
"chapter6-unit-076-d012","chapter6-unit-076.tex",12,"Diagram kategori: \cate{K}^+(G) → \cate{D}^+(G); \cate{K}^+(G) → \cate{K}^+(H) (\varphi^*); \cate{K}^+(G) → \cate{K}^+(\Bbbk) (\Hom^\bullet_G(\Bbbk, \cdot)); \cate{K}^+(H) → \cate{D}^+(H); \cate{K}^+(H) → \cate{K}^+(\Bbbk) (\Hom^\bullet_H(\Bbbk, \cdot)); \cate{K}^+(H) ⇒ \cate{K}^+(H); \cate{K}^+(H)…","id-ID/chapter6-unit-076.tex:445; tikzcd mandiri"
"chapter6-unit-076-d013","chapter6-unit-076.tex",13,"Diagram komutatif: \Hom^\bullet_G(\Bbbk, \cdot) → \Hom^\bullet_G(\mathsf{L}^G, \cdot); \Hom^\bullet_G(\Bbbk, \cdot) → \Hom^\bullet_H(\Bbbk, \varphi^*(\cdot)) (\varphi^*); \Hom^\bullet_G(\mathsf{L}^G, \cdot) → \Hom^\bullet_H(\varphi^* \mathsf{L}^G, \varphi^*(\cdot)) (\varphi^*); \Hom^\bullet_G(\math…","id-ID/chapter6-unit-076.tex:459; tikzcd mandiri"
"chapter6-unit-077-d001","chapter6-unit-077.tex",1,"Diagram komutatif: 0 → A; A → E; A → B (\varphi|_A); E → F (\varphi); E → G; G → G; G → 1; 0 → B; serta 2 panah lain.","id-ID/chapter6-unit-077.tex:152; tikzcd mandiri"
"chapter6-unit-077-d002","chapter6-unit-077.tex",2,"Diagram kategori: \Hom_{\cate{Ab}}(A,B) → \Obj(\cate{CExt}(G,B))\big/\simeq (1:1); \theta → \text{kelas isomorfisme dari }\theta_*E..","id-ID/chapter6-unit-077.tex:194; tikzcd mandiri"
"chapter6-unit-078-d001","chapter6-unit-078.tex",1,"Diagram komutatif: X-1_G ↪ \mathfrak{I} (\text{penyertaan); X-1_G → A. (\varphi); \mathfrak{I} → A. (\widetilde{\varphi}).","id-ID/chapter6-unit-078.tex:173; tikzcd mandiri"
"chapter6-unit-079-d001","chapter6-unit-079.tex",1,"Diagram kategori: \Ind^G_H(N) \& \left\{\begin{array}{r|l} f: G \to N ⇒ \forall h \in H, \forall x \in G (\sim); \varphi \& {\varphi|_{G \subset \Bbbk[G]}} → simpul di kanan; {\left[\sum_g a_g g \mapsto \sum_g a_g f(g)\right]} \& f → simpul di kiri.","id-ID/chapter6-unit-079.tex:42; tikzcd mandiri"
"chapter6-unit-079-d002","chapter6-unit-079.tex",2,"Diagram kategori: \iInd^G_H(N) \& \left\{\begin{array}{r|l} f: G \to N ⇒ \text{seperti di atas, tetapi}\; H \backslash \Supp(f) \;\text{hingga}… (\sim); g_i \otimes y \& {\left[ h g_i^{-1} \mapsto h y, \;\text{bernilai $0$ d… → simpul di kanan; \sum_i g_i \otimes f(g_i^{-1}) \& f → simpul di kiri.","id-ID/chapter6-unit-079.tex:51; tikzcd mandiri"
"chapter6-unit-079-d003","chapter6-unit-079.tex",3,"Diagram kategori: \Hom_H\left(\Res^G_H M, N \right) → \Hom_G\left(M, \Ind^G_H N \right) (\sim); \theta → {\left[ x \mapsto [g \mapsto \theta(gx)] \right]}; \Hom_H\left(N, \Res^G_H M\right) → \Hom_G\left(\iInd^G_H N, M\right) (\sim); \psi → {\left[ f \mapsto \sum_{\text{koset}\; gH} g \psi(f(g^{-1})…","id-ID/chapter6-unit-079.tex:74; tikzcd mandiri"
"chapter6-unit-079-d004","chapter6-unit-079.tex",4,"Diagram kategori: \nu^{G|H}: M^H → M^G; x → \sum_{\bar{g} \in G/H} gx; \nu_{G|H}: M_G → M_H; (x \;\text{citranya}) → \sum_{\bar{g} \in H \backslash G} (gx \;\text{citranya}).","id-ID/chapter6-unit-079.tex:127; tikzcd mandiri"
"chapter6-unit-079-d005","chapter6-unit-079.tex",5,"Diagram kategori: \Hom_H(\Bbbk, M) → \Hom_G\left(\iInd^G_H \Bbbk, M\right) (\sim); \Hom_G\left(\iInd^G_H \Bbbk, M\right) → \Hom_H\left(\Ind^G_H \Bbbk, M\right); \Hom_H\left(\Ind^G_H \Bbbk, M\right) → \Hom_G(\Bbbk, M); {[1 \mapsto x]} → {[f \mapsto \sum_{gH} f(g^{-1}) gx]}; {[f \mapsto \sum_{gH} f(g…","id-ID/chapter6-unit-079.tex:218; tikzcd mandiri"
"chapter6-unit-079-d006","chapter6-unit-079.tex",6,"Diagram eksak: \Hm^{n-1}(G, L) → \Hm^{n-1}(H, L) (\mathrm{res}^{n-1}); \Hm^{n-1}(G, L) ↠ \Hm^n(G, M); \Hm^{n-1}(H, L) → \Hm^{n-1}(G, L) (\mathrm{cor}^{n-1}); \Hm^{n-1}(H, L) ↠ \Hm^n(H, M); \Hm^n(G, M) → \Hm^n(H, M) (\mathrm{res}^n); \Hm^n(H, M) → \Hm^n(G, M) (\mathrm{cor}^n).","id-ID/chapter6-unit-079.tex:250; tikzcd mandiri"
"chapter6-unit-079-d007","chapter6-unit-079.tex",7,"Diagram komutatif: G_{\mathrm{ab}} → \Hm_1(G, \Z) (\sim); G_{\mathrm{ab}} → H_{\mathrm{ab}} (\mathrm{Ver}_{G|H}); \Hm_1(G, \Z) → \Hm_1(H, \Z) (\mathrm{cor}_1); \Hm_1(G, \Z) → \Hm_0(G, \mathfrak{I}_G) (\sim); \Hm_0(G, \mathfrak{I}_G) → \Hm_0(H, \mathfrak{I}_G) (\mathrm{cor}_0); \Hm_0(G, \mathfrak{I}…","id-ID/chapter6-unit-079.tex:322; tikzcd mandiri"
"chapter6-unit-080-d001","chapter6-unit-080.tex",1,"Diagram komutatif: G\dcate{Mod} → G/H\dcate{Mod} ((\cdot)^{H\lhd G}); G\dcate{Mod} → \Bbbk\dcate{Mod} ((\cdot)^G); G/H\dcate{Mod} → \Bbbk\dcate{Mod} ((\cdot)^{G/H}).","id-ID/chapter6-unit-080.tex:39; tikzcd mandiri"
"chapter6-unit-080-d002","chapter6-unit-080.tex",2,"Diagram komutatif: G\dcate{Mod} → G/H\dcate{Mod}. ((\cdot)_{H\lhd G}); G\dcate{Mod} → \Bbbk\dcate{Mod} ((\cdot)_G); G/H\dcate{Mod}. → \Bbbk\dcate{Mod} ((\cdot)_{G/H}).","id-ID/chapter6-unit-080.tex:44; tikzcd mandiri"
"chapter6-unit-080-d003","chapter6-unit-080.tex",3,"Diagram komutatif: G\dcate{Mod} → G/H\dcate{Mod} ((\cdot)^{H\lhd G}); G\dcate{Mod} → H\dcate{Mod} (\Res^G_H); G/H\dcate{Mod} → \Bbbk\dcate{Mod} (\text{pelupa}=\Res^{G/H}_{\{1\}}); H\dcate{Mod} → \Bbbk\dcate{Mod} ((\cdot)^H).","id-ID/chapter6-unit-080.tex:72; tikzcd mandiri"
"chapter6-unit-080-d004","chapter6-unit-080.tex",4,"Diagram komutatif: G\dcate{Mod} → G/H\dcate{Mod} ((\cdot)_{H\lhd G}); G\dcate{Mod} → H\dcate{Mod} (\Res^G_H); G/H\dcate{Mod} → \Bbbk\dcate{Mod} (\text{pelupa); H\dcate{Mod} → \Bbbk\dcate{Mod} ((\cdot)_H).","id-ID/chapter6-unit-080.tex:77; tikzcd mandiri"
"chapter6-unit-081-d001","chapter6-unit-081.tex",1,"Diagram eksak: 0 → E_{n+2}^{0,n}; E_{n+2}^{0,n} → E_{n+1}^{0,n}; E_{n+1}^{0,n} → E_{n+1}^{n+1,0} (d^{0,n}_{n+1}); E_{n+1}^{n+1,0} → E_{n+2}^{n+1,0}; E_{n+2}^{n+1,0} → 0.; \Hm^n(H,M)^{G/H} → E_2^{0,n} (\sim); \Hm^{n+1}(G/H,M^H) → E_2^{n+1,0} (\sim).","id-ID/chapter6-unit-081.tex:30; tikzcd mandiri"
"chapter6-unit-081-d002","chapter6-unit-081.tex",2,"Diagram komutatif: J^{G/H} ↪ J; I^G → (I^H)^{G/H}; (I^H)^{G/H} ↪ I^H.; (I^H)^{G/H} → J^{G/H}; I^H. → J.","id-ID/chapter6-unit-081.tex:84; tikzcd mandiri; label=eqn:LHS-SS-aux"
"chapter6-unit-081-d003","chapter6-unit-081.tex",3,"Diagram TikZ; 1 untai, sisi, atau panah digambar menurut komposisi. Konteks: \eqref{eqn:LHS-SS-aux} dan komposisikan sepanjang","id-ID/chapter6-unit-081.tex:138; tikzpicture mandiri"
"chapter6-unit-081-d004","chapter6-unit-081.tex",4,"Diagram TikZ; 1 untai, sisi, atau panah digambar menurut komposisi. Konteks: Jika sebagai gantinya kita mengikuti","id-ID/chapter6-unit-081.tex:143; tikzpicture mandiri"
"chapter6-unit-082-d001","chapter6-unit-082.tex",1,"Diagram kategori: \Hom_{\cate{D}(G)}(\Bbbk, X_1) \otimes \Hom_{\cate{D}(G)}(\Bbbk, X_2) → \Hom_{\cate{D}(G)}\left( \Bbbk \otimes X_2, X_1 \otimesL X_2\right) \ot…; \Hom_{\cate{D}(G)}\left( \Bbbk \otimes X_2, X_1 \otimesL X_2\right) \ot… → \Hom_{\cate{D}(G)}\left(\Bbbk, X_1 \otimesL X_2 \right).","id-ID/chapter6-unit-082.tex:122; tikzcd mandiri"
"chapter6-unit-082-d002","chapter6-unit-082.tex",2,"Diagram komutatif: \Bbbk → \Bbbk \otimesL \Bbbk (\delta); \Bbbk \otimesL \Bbbk → \Bbbk \otimesL \Bbbk; \Bbbk \otimesL \Bbbk → X_1 \otimesL X_2 (\alpha \otimesL \beta); X_1 \otimesL X_2 → X_2 \otimesL X_1; \Bbbk \otimesL \Bbbk → X_2 \otimesL X_1 (\beta \otimesL \alpha).","id-ID/chapter6-unit-082.tex:159; tikzcd mandiri"
"chapter6-unit-082-d003","chapter6-unit-082.tex",3,"Diagram komutatif: {M_1[p]} \otimesL {M_2[q]} → {M_2[q]} \otimesL {M_1[p]}; {M_1[p]} \otimesL {M_2[q]} → {M_1[p]} \otimes {M_2[q]} $ dahulu}"" inner sep=0.6em] (\text{can); {M_1[p]} \otimes {M_2[q]} $ dahulu}"" inner sep=0.6em] → {M_2[q]} \otimes {M_1[p]} $ dahulu}""' inner sep=0.6em]; {M_1[p]} \otime…","id-ID/chapter6-unit-082.tex:242; tikzcd mandiri"
"chapter6-unit-082-d004","chapter6-unit-082.tex",4,"Diagram komutatif: {M_1[p]} \otimes {M_2[q]} $ dahulu}""] → {M_2[q]} \otimes {M_1[p]} $ dahulu}""']; {M_1[p]} \otimes {M_2[q]} $ dahulu}""] → (M_1 \otimes M_2) {[p+q]} }""]; (M_1 \otimes M_2) {[p+q]} }""] → (M_2 \otimes M_1) {[p+q]}.; {M_2[q]} \otimes {M_1[p]} $ dahulu}""'] → (M_2 \otimes M_1) {[p+q]}..","id-ID/chapter6-unit-082.tex:251; tikzcd mandiri"
